lat,lng,water_vapour
14.568076,98.27527,-9999
14.568479,98.26758,-9999
14.657421,98.26597,-9999
14.657419,98.26079,-9999
14.745587,98.25115,-9999
14.745937,98.2454,-9999
14.83319,98.22698,-9999
14.833439,98.22307,-9999
14.922186,98.21951,-9999
14.922459,98.21339,-9999
15.010035,98.19812,-9999
15.010005,98.193184,-9999
15.098074,98.18305,-9999
15.098602,98.1762,-9999
15.187291,98.172134,-9999
15.187394,98.16736,-9999
15.2754755,98.15692,-9999
15.275755,98.15086,-9999
15.362939,98.1318,-9999
15.363035,98.1269,-9999
15.451736,98.12326,-9999
15.452105,98.11582,-9999
15.540666,98.11047,-9999
15.540585,98.10447,-9999
15.62927,98.10004,-9999
15.629409,98.09305,-9999
15.717716,98.08458,-9999
15.717822,98.07969,-9999
15.806077,98.07057,-9999
15.806289,98.0633,-9999
15.894553,98.05434,-9999
15.894507,98.04869,-9999
15.982856,98.04053,-9999
15.982979,98.03336,-9999
16.071241,98.024345,-9999
16.071245,98.01929,-9999
16.15951,98.01021,-9999
16.159678,98.003044,-9999
16.247915,97.99377,-9999
16.248121,97.988655,-9999
16.336363,97.97936,-9999
16.336355,97.972374,-9999
16.424623,97.963425,-9999
16.42485,97.95829,-9999
16.513124,97.94934,-9999
16.51305,97.94217,-9999
16.601341,97.93345,-9999
16.601282,97.92838,-9999
16.689522,97.919044,-9999
16.689745,97.91192,-9999
16.778036,97.903206,-9999
16.778088,97.8982,-9999
16.866375,97.88934,-9999
16.866486,97.88206,-9999
16.954748,97.87301,-9999
16.954838,97.86786,-9999
17.043129,97.85905,-9999
17.043325,97.8519,-9999
17.131575,97.84271,-9999
17.13158,97.83774,-9999
17.219822,97.82844,-9999
17.220108,97.82114,-9999
17.30839,97.81234,-9999
17.30831,97.80749,-9999
17.396595,97.798645,-9999
17.396736,97.79137,-9999
17.484493,97.777145,-9999
17.48469,97.77274,-9999
17.572662,97.761086,-9999
17.573133,97.75585,-9999
17.661266,97.74597,-9999
17.661083,97.74145,-9999
17.749006,97.72936,-9999
17.749434,97.72297,-9999
17.837877,97.716606,-9999
17.838285,97.71283,-9999
17.926403,97.70266,-9999
17.926506,97.69651,-9999
18.014463,97.684784,-9999
18.014624,97.678444,-9999
18.103354,97.675125,-9999
18.103378,97.66766,-9999
18.191662,97.65928,-9999
18.191656,97.65451,-9999
18.279877,97.64533,-9999
18.280249,97.63896,-9999
18.367956,97.624374,-9999
18.368013,97.619095,-9999
18.455948,97.607376,-9999
18.456236,97.59989,-9999
18.54426,97.589485,-9999
18.544428,97.58472,-9999
18.63296,97.5798,-9999
18.633099,97.57319,-9999
18.721651,97.5682,-9999
18.721882,97.56356,-9999
18.809965,97.55311,-9999
18.810246,97.546745,-9999
18.898348,97.53666,-9999
18.898388,97.53072,-9999
18.986609,97.52205,-9999
18.986753,97.51588,-9999
19.075544,97.51339,-9999
19.075758,97.50866,-9999
19.163752,97.49687,-9999
19.163876,97.48864,-9999
19.25087,97.46638,-9999
19.25092,97.46108,-9999
19.339281,97.45495,-9999
19.33974,97.44885,-9999
19.428427,97.446075,-9999
19.42854,97.44221,-9999
19.517015,97.43643,-9999
19.5174,97.42997,-9999
19.605501,97.41979,-9999
19.605494,97.414795,-9999
19.693594,97.40471,-9999
19.69378,97.39568,-9999
19.781937,97.3866,-9999
19.782143,97.38128,-9999
19.870558,97.3751,-9999
19.870556,97.367584,-9999
19.958918,97.36071,-9999
19.95904,97.35532,-9999
20.046772,97.34121,-9999
20.04696,97.333824,-9999
20.134912,97.32278,-9999
20.135223,97.31807,-9999
20.22311,97.30645,-9999
20.223595,97.29919,-9999
20.311794,97.29147,-9999
20.311832,97.28651,-9999
20.400103,97.279465,-9999
20.400246,97.272736,-9999
20.48844,97.26476,-9999
20.488838,97.25986,-9999
20.576782,97.24889,-9999
20.576923,97.24277,-9999
20.665121,97.23494,-9999
20.66569,97.23025,-9999
20.753849,97.22183,-9999
20.75412,97.214676,-9999
20.84212,97.204506,-9999
20.842329,97.19986,-9999
20.93041,97.190704,-9999
20.930714,97.18386,-9999
21.019356,97.181335,-9999
21.019615,97.17675,-9999
21.107887,97.169304,-9999
21.108095,97.162476,-9999
21.196424,97.15567,-9999
21.196571,97.150505,-9999
21.28479,97.1422,-9999
21.284925,97.13541,-9999
21.373163,97.12738,-9999
21.373451,97.12247,-9999
21.461767,97.11527,-9999
21.462023,97.10819,-9999
21.55041,97.10184,-9999
21.550371,97.09707,-9999
21.638685,97.089584,-9999
21.63889,97.08235,-9999
21.72714,97.07414,-9999
21.727318,97.069115,-9999
21.815584,97.06105,-9999
21.815723,97.05334,-9999
21.903854,97.04376,-9999
21.904001,97.038536,-9999
21.99245,97.032875,-9999
21.992786,97.0264,-9999
22.08097,97.01734,-9999
22.08096,97.01271,-9999
22.168995,97.00185,-9999
22.169321,96.99507,-9999
22.257904,96.991165,-9999
22.25801,96.986404,-9999
22.345596,96.969864,-9999
22.345963,96.962944,-9999
22.43429,96.95633,-9999
22.434282,96.951096,-9999
22.522884,96.94766,-9999
22.523115,96.94051,-9999
22.610636,96.92345,-9999
22.610785,96.918915,-9999
22.69958,96.91829,-9999
22.699913,96.91143,-9999
22.787964,96.90097,-9999
22.788023,96.8963,-9999
22.875568,96.87973,-9999
22.876043,96.87325,-9999
22.964643,96.87063,-9999
22.964735,96.86596,-9999
23.053862,96.86927,-9999
23.053993,96.86291,-9999
23.142588,96.858505,-9999
23.142756,96.85366,-9999
23.229946,96.83121,-9999
23.230219,96.82533,-9999
23.31919,96.826675,-9999
23.31941,96.82286,-9999
23.408062,96.8191,-9999
11.457362,98.632484,-9999
11.544231,98.62247,-9999
11.545706,98.61504,-9999
11.632568,98.60504,-9999
11.633817,98.599785,-9999
11.720681,98.58974,-9999
11.722316,98.582596,-9999
11.809184,98.57265,-9999
11.810639,98.5674,-9999
11.897495,98.55728,-9999
11.89898,98.54997,-9999
11.985842,98.53998,-9999
11.987131,98.534645,-9999
12.074033,98.524956,-9999
12.075706,98.51783,-9999
12.1625805,98.50795,4577
12.163848,98.50261,4589
12.2507305,98.492744,4566
12.252229,98.485565,4521
12.339088,98.475555,4402
12.340387,98.470055,4135
12.427289,98.46038,3813
12.428985,98.453125,3816
12.515826,98.44296,-9999
12.5171,98.437584,3585
12.603996,98.427895,-9999
12.605532,98.420876,4329
12.692434,98.41128,-9999
12.6938505,98.406075,4369
12.780745,98.396324,-9999
12.782212,98.38913,4428
12.8691025,98.379395,4338
12.870563,98.37403,4429
12.95746,98.36432,4576
12.958885,98.35704,4381
13.045779,98.34735,-9999
13.047238,98.342,4568
13.134134,98.33229,-9999
13.135573,98.3251,-9999
13.222475,98.31549,-9999
13.223838,98.31008,4511
13.310741,98.300446,4554
13.3122425,98.29321,3755
13.399142,98.28359,3867
13.400568,98.278336,3800
13.487475,98.26873,4510
13.488916,98.26145,4447
13.57582,98.25187,-9999
13.577335,98.24666,4308
13.6642475,98.23709,-9999
13.665651,98.22984,-9999
13.752556,98.22027,-9999
13.753945,98.21494,-9999
13.8408575,98.20538,-9999
13.842437,98.19817,-9999
13.929346,98.18865,-9999
13.930736,98.183205,-9999
14.017639,98.17358,-9999
14.019227,98.16633,-9999
14.106121,98.156685,-9999
14.107329,98.1506,-9999
14.194303,98.141716,-9999
14.195812,98.13445,-9999
14.282756,98.12531,-9999
14.284176,98.1197,-9999
14.371119,98.11049,-9999
14.372693,98.103004,-9999
14.459495,98.09254,-9999
14.460663,98.087425,-9999
14.547299,98.075424,-9999
14.548995,98.06779,-9999
14.636322,98.062584,-9999
14.6376295,98.057205,-9999
14.724399,98.04636,-9999
14.725972,98.03947,-9999
14.812864,98.02992,-9999
14.814227,98.02438,-9999
14.901191,98.01551,-9999
14.902636,98.00779,-9999
14.989376,97.99685,-9999
14.990643,97.99178,-9999
15.077288,97.98,-9999
15.079042,97.97228,-9999
15.16536,97.95765,-9999
15.166872,97.952736,-9999
15.254846,97.9543,-9999
15.25633,97.947136,-9999
15.34312,97.93654,-9999
15.344439,97.93132,-9999
15.431345,97.92189,-9999
15.433069,97.91511,-9999
15.520105,97.90697,-9999
15.521426,97.901825,-9999
15.608381,97.89274,-9999
15.609821,97.88526,-9999
15.696273,97.871376,-9999
15.697782,97.86647,-9999
15.785013,97.86045,-9999
15.786579,97.85305,-9999
15.873143,97.84035,-9999
15.874668,97.836426,-9999
15.961608,97.827515,-9999
15.962915,97.81812,-9999
16.050236,97.81316,-9999
16.051659,97.80847,-9999
16.13844,97.79778,-9999
16.140028,97.79101,-9999
16.22714,97.783714,-9999
16.228666,97.778114,-9999
16.315699,97.76985,-9999
16.31701,97.76242,-9999
16.40407,97.754456,-9999
16.405634,97.74912,-9999
16.492603,97.74012,-9999
16.49388,97.73287,-9999
16.580845,97.72391,-9999
16.58213,97.71865,-9999
16.669106,97.7097,-9999
16.670668,97.702446,-9999
16.75757,97.69283,-9999
16.75898,97.68774,-9999
16.845968,97.67896,-9999
16.847452,97.67182,-9999
16.93443,97.66297,-9999
16.93587,97.65769,-9999
17.022844,97.64876,-9999
17.024385,97.64148,-9999
17.111345,97.632484,-9999
17.112694,97.62727,-9999
17.199669,97.61836,-9999
17.201288,97.61085,-9999
17.288246,97.60185,2638
17.289509,97.596725,2671
17.376205,97.584984,2616
17.377739,97.57783,2773
17.464907,97.57122,-9999
17.466356,97.56605,2652
17.55338,97.5577,2655
17.554941,97.55017,2561
17.641956,97.54179,2580
17.64303,97.53664,2602
17.729975,97.52741,2770
17.731602,97.52015,2668
17.818394,97.50945,2399
17.82001,97.504326,2458
17.906698,97.49266,2413
17.908125,97.48621,2415
17.994884,97.47552,2291
17.996548,97.47104,2209
18.083302,97.4603,2328
18.08487,97.45461,2364
18.171118,97.43872,2453
18.172565,97.4341,2289
18.259605,97.42698,2525
18.261217,97.41861,2392
18.348322,97.4122,2465
18.349716,97.406586,2342
18.437284,97.40483,2387
18.438902,97.39797,2575
18.525673,97.38725,2600
18.52712,97.38247,2507
18.613873,97.37161,2571
18.615435,97.366104,2491
18.702503,97.35873,2609
18.704033,97.353645,2598
18.791193,97.347046,2496
18.792717,97.339966,2576
18.879692,97.33128,2505
18.881084,97.32597,2398
18.968054,97.31716,2440
18.969408,97.309975,2421
19.055988,97.2971,2521
19.057493,97.291176,2385
19.144495,97.28319,2386
19.146063,97.27593,2487
19.232876,97.26594,-9999
19.234133,97.26003,2480
19.32064,97.24687,-9999
19.322191,97.238106,-9999
19.408436,97.22269,-9999
19.409935,97.218025,-9999
19.49722,97.21441,-9999
19.498968,97.20717,2148
19.58592,97.199554,2041
19.587324,97.19442,1992
19.67425,97.18638,-9999
19.67597,97.17906,2249
19.76273,97.169235,2170
19.764332,97.16396,2130
19.850664,97.149506,2236
19.85219,97.14282,2274
19.938946,97.1336,2438
19.940624,97.12918,2202
20.02743,97.12043,2170
20.029034,97.11306,2099
20.116009,97.10629,2228
20.11765,97.10094,2128
20.20408,97.08794,2156
20.205946,97.080605,2226
20.292805,97.07285,2254
20.294216,97.067505,2327
20.381243,97.06152,-9999
20.382719,97.054146,-9999
20.46939,97.04406,-9999
20.471115,97.0381,-9999
20.55752,97.02519,-9999
20.558958,97.01732,-9999
20.646065,97.01286,-9999
20.648035,97.00798,-9999
20.735462,97.00671,-9999
20.73717,97.00053,-9999
20.824274,96.994934,-9999
20.825779,96.99002,-9999
20.91261,96.98097,-9999
20.91419,96.97373,-9999
21.001163,96.96644,-9999
21.002752,96.9615,-9999
21.089582,96.952415,-9999
21.091133,96.94529,-9999
21.177963,96.93634,-9999
21.179485,96.93096,-9999
21.266546,96.92468,-9999
21.268055,96.91787,-9999
21.355026,96.91043,-9999
21.356659,96.90522,1902
21.44372,96.8987,1927
21.445114,96.888794,1982
21.532433,96.88542,2022
21.533705,96.87995,1905
21.620777,96.87325,1952
21.622288,96.86538,1944
21.709057,96.855125,2172
21.710594,96.84982,1967
21.797733,96.84405,2015
21.799253,96.83665,1992
21.8858,96.82377,2049
21.887407,96.81948,1992
21.974787,96.81675,2262
21.976517,96.81088,2127
22.06288,96.795555,2063
22.064322,96.79156,2062
22.151136,96.7821,2020
22.152945,96.77675,2030
22.239517,96.76441,2072
22.241062,96.75963,1903
22.32849,96.75781,-9999
22.330166,96.750885,2035
22.417063,96.74219,-9999
22.418438,96.73761,1947
22.505335,96.72884,-9999
22.5069,96.72133,-9999
22.593546,96.709694,-9999
22.59493,96.70392,-9999
22.681763,96.69489,-9999
22.683475,96.68776,-9999
22.770672,96.683334,-9999
22.772034,96.67789,-9999
22.859226,96.67302,-9999
22.86093,96.66616,-9999
22.946777,96.64465,-9999
22.948084,96.637085,-9999
23.03656,96.6492,-9999
23.038042,96.642586,-9999
23.125647,96.64212,-9999
23.127121,96.636826,-9999
23.21396,96.62615,-9999
23.215399,96.619225,-9999
23.302671,96.61422,-9999
23.304121,96.60932,-9999
23.391296,96.60276,-9999
11.436108,98.43498,-9999
11.521731,98.42505,-9999
11.5245,98.41753,3463
11.610108,98.407524,3698
11.612653,98.40211,3946
11.698242,98.39189,3807
11.701187,98.38483,3767
11.786811,98.374954,4104
11.789561,98.36959,4357
11.875198,98.35978,-9999
11.877971,98.35235,4730
11.963597,98.3425,4700
11.966176,98.336975,4639
12.05181,98.32715,3776
12.054768,98.31989,3791
12.140398,98.31008,4453
12.142957,98.304565,4417
12.228595,98.29478,-9999
12.231384,98.28749,4581
12.317012,98.27766,-9999
12.31959,98.27188,-9999
12.405254,98.26235,-9999
12.408238,98.255005,4111
12.493744,98.24412,-9999
12.496312,98.23851,4039
12.582099,98.23014,4514
12.5848875,98.2227,4529
12.67052,98.21294,4647
12.673231,98.20761,4426
12.758881,98.19793,4595
12.761639,98.19062,4661
12.847284,98.180954,4478
12.850033,98.17542,4529
12.935646,98.16543,4763
12.938399,98.158356,4517
13.024051,98.148766,-9999
13.026797,98.14324,4620
13.1124525,98.13363,-9999
13.115184,98.126335,4649
13.200836,98.116745,4784
13.203488,98.11117,4814
13.289148,98.1016,4764
13.29194,98.09427,4562
13.377595,98.08472,4706
13.380309,98.07927,4734
13.465972,98.06973,4775
13.468705,98.062355,4795
13.554363,98.05283,4898
13.557165,98.04744,4776
13.642831,98.03794,-9999
13.645528,98.03057,4925
13.73119,98.02109,-9999
13.733867,98.01558,-9999
13.819536,98.00611,-9999
13.822405,97.998795,-9999
13.9080715,97.98935,-9999
13.910752,97.98375,-9999
13.996425,97.97432,-9999
13.999309,97.96705,-9999
14.084978,97.95764,-9999
14.087566,97.95231,-9999
14.173245,97.942924,-9999
14.176037,97.93555,-9999
14.261711,97.92617,-9999
14.264436,97.92059,-9999
14.350116,97.91124,-9999
14.352986,97.903755,-9999
14.438663,97.89441,-9999
14.441115,97.88917,-9999
14.5268,97.879845,-9999
14.529781,97.87249,-9999
14.615462,97.86318,-9999
14.618048,97.85757,-9999
14.703725,97.84818,-9999
14.706542,97.84087,-9999
14.791904,97.828606,-9999
14.794638,97.8236,-9999
14.88042,97.815414,-9999
14.883242,97.808495,-9999
14.9690275,97.800285,-9999
14.971558,97.79508,-9999
15.057228,97.78562,-9999
15.060258,97.778244,-9999
15.145956,97.76912,-9999
15.148623,97.76372,-9999
15.234249,97.753845,-9999
15.237026,97.74661,-9999
15.3226595,97.73691,-9999
15.325288,97.7318,-9999
15.411072,97.723495,-9999
15.414011,97.716064,-9999
15.499709,97.70693,-9999
15.502301,97.70147,-9999
15.588007,97.69236,-9999
15.590763,97.68508,-9999
15.676465,97.675995,-9999
15.679177,97.67053,-9999
15.764888,97.66145,-9999
15.767731,97.65402,-9999
15.853436,97.64496,-9999
15.856084,97.63961,-9999
15.941786,97.630455,-9999
15.944543,97.623055,-9999
16.03018,97.613335,-9999
16.03283,97.60793,-9999
16.118612,97.59964,-9999
16.121418,97.59229,-9999
16.20713,97.5833,-9999
16.209959,97.577774,-9999
16.295675,97.56878,-9999
16.2983,97.5615,-9999
16.383986,97.55225,-9999
16.386843,97.54677,-9999
16.47259,97.53808,-9999
16.475163,97.53074,-9999
16.560883,97.52183,-9999
16.563461,97.516396,-9999
16.648436,97.50005,-9999
16.65131,97.492226,-9999
16.737669,97.4903,-9999
16.740385,97.48517,-9999
16.826166,97.47685,-9999
16.828917,97.46937,-9999
16.914654,97.46063,-9999
16.917385,97.45519,-9999
17.003115,97.44632,-9999
17.005943,97.43892,-9999
17.091604,97.42943,-9999
17.094263,97.42423,-9999
17.179983,97.41529,-9999
17.182924,97.40801,2687
17.268433,97.39701,-9999
17.27097,97.39131,2876
17.356531,97.380974,2666
17.359325,97.3733,2877
17.445368,97.368034,2789
17.44811,97.36275,2690
17.533884,97.35441,2745
17.536728,97.34667,2604
17.62238,97.337166,2509
17.624744,97.33163,2495
17.710518,97.323364,2582
17.71342,97.31581,2522
17.799137,97.307,2426
17.801977,97.301094,2448
17.887802,97.29338,2364
17.890404,97.28591,2488
17.975773,97.27352,2429
17.978664,97.26831,2329
18.064169,97.257545,2428
18.066906,97.250435,2540
18.15201,97.23574,2541
18.154427,97.22733,2401
18.23959,97.21397,2619
18.242615,97.20607,2488
18.32858,97.201515,2415
18.331337,97.19588,2289
18.41702,97.18801,2282
18.41991,97.179596,2484
18.50551,97.17095,2485
18.508337,97.16581,2434
18.593563,97.15317,2455
18.59643,97.14629,2370
18.681946,97.137054,2438
18.68489,97.13156,2472
18.770525,97.123566,2342
18.773418,97.11544,2423
18.8588,97.10489,2368
18.86161,97.0987,2288
18.947691,97.09569,2300
18.950525,97.088905,2326
19.036219,97.081345,2455
19.039303,97.07756,2277
19.125513,97.07522,2156
19.1283,97.06675,2308
19.214035,97.058945,2482
19.216696,97.053986,2275
19.301228,97.03319,2410
19.30424,97.02554,2371
19.389238,97.01089,1969
19.391994,97.00497,1978
19.47785,97.000046,2132
19.48097,96.99279,2047
19.56684,96.98775,2100
19.569551,96.98199,2064
19.655176,96.97399,2071
19.65816,96.96559,2355
19.743937,96.959366,2271
19.74676,96.95269,2193
19.832397,96.94482,2276
19.835123,96.93701,2167
19.920996,96.931755,2308
19.923843,96.92618,2135
20.009655,96.91993,2135
20.012337,96.910446,2070
20.098135,96.90412,2236
20.100998,96.89822,2117
20.18644,96.8878,2123
20.189468,96.87951,2179
20.275047,96.87093,2145
20.277658,96.86474,2091
20.363482,96.858894,2107
